Z;Unit;Year;Hydrocarbon;Sector;Production source;Reason;Value
Romania;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Vented;0.00227215
Romania;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Fugitive;109.748
Romania;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Incomplete-flare;17.917.200.000.000.000
Romania;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Vented;43.899
Romania;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Fugitive;0.17912
Romania;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Vented;1.050.436.666.666.660
Romania;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Fugitive;14.705.733.333.333.300
Romania;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Incomplete-flare;0.232067
Romania;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Vented;58.823
Romania;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Fugitive;0.0
Romania;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Incomplete-flare;0.0
Romania;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Vented;0.0
Romania;Thousand tonnes;2023;Satellite-detected large emitters;Satellite - downstream;Satellite - downstream;Fugitive;0.7
Romania;Thousand tonnes;2023;Satellite-detected large emitters;Satellite - upstream;Satellite - upstream;Fugitive;2.7
Russia;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Fugitive;8.392.233.333.333.330
Russia;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Incomplete-flare;0.0
Russia;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Vented;2.094.113.333.333.330
Russia;Thousand tonnes;2023;Gas;Downstream;Downstream gas;Fugitive;38.540.333.333.333.300
Russia;Thousand tonnes;2023;Gas;Downstream;Downstream gas;Vented;608.7
Russia;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Fugitive;307.364
Russia;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Incomplete-flare;0.0
Russia;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Vented;7.669.666.666.666.660
Russia;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Fugitive;41.906
Russia;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Incomplete-flare;0.0
Russia;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Vented;104.568
Russia;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Fugitive;10.974.266.666.666.600
Russia;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Incomplete-flare;9.576.466.666.666.660
Russia;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Vented;4389.7
Russia;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Fugitive;15.937.033.333.333.300
Russia;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Vented;9.346.166.666.666.660
Russia;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Fugitive;47.327.666.666.666.600
Russia;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Incomplete-flare;3.929.833.333.333.330
Russia;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Vented;189.31
Russia;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Fugitive;0.0
Russia;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Incomplete-flare;0.0
Russia;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Vented;0.0
Russia;Thousand tonnes;2023;Satellite-detected large emitters;Satellite - downstream;Satellite - downstream;Fugitive;25.2
Russia;Thousand tonnes;2023;Satellite-detected large emitters;Satellite - upstream;Satellite - upstream;Fugitive;248.0
Saudi Arabia;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Fugitive;259.555
Saudi Arabia;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Incomplete-flare;0.0
Saudi Arabia;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Vented;64.767
Saudi Arabia;Thousand tonnes;2023;Gas;Downstream;Downstream gas;Fugitive;33.701
Saudi Arabia;Thousand tonnes;2023;Gas;Downstream;Downstream gas;Vented;53.227
Saudi Arabia;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Fugitive;26.472.466.666.666.600
Saudi Arabia;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Incomplete-flare;0.0
Saudi Arabia;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Vented;66.057
Saudi Arabia;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Fugitive;154.317
Saudi Arabia;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Incomplete-flare;0.0
Saudi Arabia;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Vented;38.506.666.666.666.600
Saudi Arabia;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Fugitive;23.746.966.666.666.600
Saudi Arabia;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Incomplete-flare;54.906
Saudi Arabia;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Vented;949.88
Saudi Arabia;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Fugitive;0.5178066666666666
Saudi Arabia;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Vented;3.036.636.666.666.660
Saudi Arabia;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Fugitive;16.691.133.333.333.300
Saudi Arabia;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Incomplete-flare;3.905.133.333.333.330
Saudi Arabia;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Vented;6.676.466.666.666.660
Saudi Arabia;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Fugitive;0.0
Saudi Arabia;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Incomplete-flare;0.0
Saudi Arabia;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Vented;0.0
Saudi Arabia;Thousand tonnes;2023;Satellite-detected large emitters;Satellite - downstream;Satellite - downstream;Fugitive;0.9
Saudi Arabia;Thousand tonnes;2023;Satellite-detected large emitters;Satellite - upstream;Satellite - upstream;Fugitive;22.6
Senegal;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Fugitive;0.0079284
Senegal;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Incomplete-flare;0.0
Senegal;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Vented;0.0197837666666666
Senegal;Thousand tonnes;2023;Gas;Downstream;Downstream gas;Fugitive;0.0209379333333333
Senegal;Thousand tonnes;2023;Gas;Downstream;Downstream gas;Vented;0.0330689
Senegal;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Fugitive;0.0
Senegal;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Incomplete-flare;0.0
Senegal;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Vented;0.0
Senegal;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Fugitive;0.0
Senegal;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Incomplete-flare;0.0
Senegal;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Vented;0.0
Senegal;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Fugitive;0.0672383333333333
Senegal;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Incomplete-flare;0.0
Senegal;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Vented;0.268953
Senegal;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Fugitive;0.0159452
Senegal;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Vented;0.0935093333333333
Senegal;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Fugitive;0.0
Senegal;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Incomplete-flare;0.0
Senegal;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Vented;0.0
Senegal;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Fugitive;0.0
Senegal;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Incomplete-flare;0.0
Senegal;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Vented;0.0
Senegal;Thousand tonnes;2023;Satellite-detected large emitters;Satellite - downstream;Satellite - downstream;Fugitive;0.0
Senegal;Thousand tonnes;2023;Satellite-detected large emitters;Satellite - upstream;Satellite - upstream;Fugitive;0.0
Seychelles;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Fugitive;0.0
Seychelles;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Incomplete-flare;0.0
Seychelles;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Vented;0.0
Seychelles;Thousand tonnes;2023;Gas;Downstream;Downstream gas;Fugitive;0.0
Seychelles;Thousand tonnes;2023;Gas;Downstream;Downstream gas;Vented;0.0
Seychelles;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Fugitive;0.0
Seychelles;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Incomplete-flare;0.0
Seychelles;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Vented;0.0
Seychelles;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Fugitive;0.0
Seychelles;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Incomplete-flare;0.0
Seychelles;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Vented;0.0
Seychelles;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Fugitive;0.0
Seychelles;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Incomplete-flare;0.0
Seychelles;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Vented;0.0
Seychelles;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Fugitive;0.0
Seychelles;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Vented;0.0
Seychelles;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Fugitive;0.0
Seychelles;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Incomplete-flare;0.0
Seychelles;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Vented;0.0
Seychelles;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Fugitive;0.0
Seychelles;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Incomplete-flare;0.0
Seychelles;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Vented;0.0
Seychelles;Thousand tonnes;2023;Satellite-detected large emitters;Satellite - downstream;Satellite - downstream;Fugitive;0.0
Seychelles;Thousand tonnes;2023;Satellite-detected large emitters;Satellite - upstream;Satellite - upstream;Fugitive;0.0
Sierra Leone;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Fugitive;0.0
Sierra Leone;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Incomplete-flare;0.0
Sierra Leone;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Vented;0.0
Sierra Leone;Thousand tonnes;2023;Gas;Downstream;Downstream gas;Fugitive;0.0
Sierra Leone;Thousand tonnes;2023;Gas;Downstream;Downstream gas;Vented;0.0
Sierra Leone;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Fugitive;0.0
Sierra Leone;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Incomplete-flare;0.0
Sierra Leone;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Vented;0.0
Sierra Leone;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Fugitive;0.0
Sierra Leone;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Incomplete-flare;0.0
Sierra Leone;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Vented;0.0
Sierra Leone;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Fugitive;0.0
Sierra Leone;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Incomplete-flare;0.0
Sierra Leone;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Vented;0.0
Sierra Leone;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Fugitive;0.0
Sierra Leone;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Vented;0.0
Sierra Leone;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Fugitive;0.0
Sierra Leone;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Incomplete-flare;0.0
Sierra Leone;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Vented;0.0
Sierra Leone;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Fugitive;0.0
Sierra Leone;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Incomplete-flare;0.0
Sierra Leone;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Vented;0.0
Sierra Leone;Thousand tonnes;2023;Satellite-detected large emitters;Satellite - downstream;Satellite - downstream;Fugitive;0.0
Sierra Leone;Thousand tonnes;2023;Satellite-detected large emitters;Satellite - upstream;Satellite - upstream;Fugitive;0.0
Slovenia;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Fugitive;0.0011523133333333
Slovenia;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Incomplete-flare;0.0
Slovenia;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Vented;0.00287537
Slovenia;Thousand tonnes;2023;Gas;Downstream;Downstream gas;Fugitive;0.304238
Slovenia;Thousand tonnes;2023;Gas;Downstream;Downstream gas;Vented;0.4805066666666667
Slovenia;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Fugitive;0.0
Slovenia;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Incomplete-flare;0.0
Slovenia;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Vented;0.0
Slovenia;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Fugitive;0.00097696
Slovenia;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Incomplete-flare;0.0
Slovenia;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Vented;0.0024378133333333
Slovenia;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Fugitive;0.0
Slovenia;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Incomplete-flare;0.0
Slovenia;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Vented;0.0
Slovenia;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Fugitive;0.0090838
Slovenia;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Vented;0.0532713333333333
Slovenia;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Fugitive;0.0
Slovenia;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Incomplete-flare;0.0
Slovenia;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Vented;0.0
Slovenia;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Fugitive;0.0
Slovenia;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Incomplete-flare;0.0
Slovenia;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Vented;0.0
Slovenia;Thousand tonnes;2023;Satellite-detected large emitters;Satellite - downstream;Satellite - downstream;Fugitive;0.0
Slovenia;Thousand tonnes;2023;Satellite-detected large emitters;Satellite - upstream;Satellite - upstream;Fugitive;0.0
Somalia;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Fugitive;0.0
Somalia;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Incomplete-flare;0.0
Somalia;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Vented;0.0
Somalia;Thousand tonnes;2023;Gas;Downstream;Downstream gas;Fugitive;0.0
Somalia;Thousand tonnes;2023;Gas;Downstream;Downstream gas;Vented;0.0
Somalia;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Fugitive;0.0
Somalia;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Incomplete-flare;0.0
Somalia;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Vented;0.0
Somalia;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Fugitive;0.0
Somalia;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Incomplete-flare;0.0
Somalia;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Vented;0.0
Somalia;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Fugitive;0.0
Somalia;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Incomplete-flare;0.0
Somalia;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Vented;0.0
Somalia;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Fugitive;0.0
Somalia;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Vented;0.0
Somalia;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Fugitive;0.0
Somalia;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Incomplete-flare;0.0
Somalia;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Vented;0.0
Somalia;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Fugitive;0.0
Somalia;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Incomplete-flare;0.0
Somalia;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Vented;0.0
Somalia;Thousand tonnes;2023;Satellite-detected large emitters;Satellite - downstream;Satellite - downstream;Fugitive;0.0
Somalia;Thousand tonnes;2023;Satellite-detected large emitters;Satellite - upstream;Satellite - upstream;Fugitive;0.0
South Africa;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Fugitive;0.0053508
South Africa;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Incomplete-flare;0.0
South Africa;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Vented;0.0133518666666666
South Africa;Thousand tonnes;2023;Gas;Downstream;Downstream gas;Fugitive;3.216.216.666.666.660
South Africa;Thousand tonnes;2023;Gas;Downstream;Downstream gas;Vented;5.079.633.333.333.330
South Africa;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Fugitive;0.0255277666666666
South Africa;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Incomplete-flare;0.0
South Africa;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Vented;0.0636996666666666
South Africa;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Fugitive;0.0
South Africa;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Incomplete-flare;0.0
South Africa;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Vented;0.0
South Africa;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Fugitive;91.384
South Africa;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Incomplete-flare;0.095609
South Africa;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Vented;36.553.666.666.666.600
South Africa;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Fugitive;0.1516306666666666
South Africa;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Vented;0.8892266666666667
South Africa;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Fugitive;0.1333166666666666
South Africa;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Incomplete-flare;0.0
South Africa;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Vented;0.5332666666666667
South Africa;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Fugitive;0.0
South Africa;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Incomplete-flare;0.0
South Africa;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Vented;0.0
South Africa;Thousand tonnes;2023;Satellite-detected large emitters;Satellite - downstream;Satellite - downstream;Fugitive;0.0
South Africa;Thousand tonnes;2023;Satellite-detected large emitters;Satellite - upstream;Satellite - upstream;Fugitive;0.0
South Sudan;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Fugitive;0.0
South Sudan;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Incomplete-flare;0.0
South Sudan;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Vented;0.0
South Sudan;Thousand tonnes;2023;Gas;Downstream;Downstream gas;Fugitive;0.0
South Sudan;Thousand tonnes;2023;Gas;Downstream;Downstream gas;Vented;0.0
South Sudan;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Fugitive;0.0
South Sudan;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Incomplete-flare;0.0
South Sudan;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Vented;0.0
South Sudan;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Fugitive;0.0
South Sudan;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Incomplete-flare;0.0
South Sudan;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Vented;0.0
South Sudan;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Fugitive;153.927
South Sudan;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Incomplete-flare;0.0073801666666666
South Sudan;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Vented;6.157.066.666.666.660
South Sudan;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Fugitive;0.0058656
South Sudan;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Vented;0.0343983333333333
South Sudan;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Fugitive;0.0
South Sudan;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Incomplete-flare;0.0
South Sudan;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Vented;0.0
South Sudan;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Fugitive;0.0
South Sudan;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Incomplete-flare;0.0
South Sudan;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Vented;0.0
South Sudan;Thousand tonnes;2023;Satellite-detected large emitters;Satellite - downstream;Satellite - downstream;Fugitive;0.0
South Sudan;Thousand tonnes;2023;Satellite-detected large emitters;Satellite - upstream;Satellite - upstream;Fugitive;0.0
Sudan;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Fugitive;0.0
Sudan;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Incomplete-flare;0.0
Sudan;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Vented;0.0
Sudan;Thousand tonnes;2023;Gas;Downstream;Downstream gas;Fugitive;0.0
Sudan;Thousand tonnes;2023;Gas;Downstream;Downstream gas;Vented;0.0
Sudan;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Fugitive;0.0
Sudan;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Incomplete-flare;0.0
Sudan;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Vented;0.0
Sudan;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Fugitive;0.0
Sudan;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Incomplete-flare;0.0
Sudan;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Vented;0.0
Sudan;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Fugitive;8.577.499.999.999.990
Sudan;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Incomplete-flare;13.193.966.666.666.600
Sudan;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Vented;34.309.999.999.999.900
Sudan;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Fugitive;0.0634466666666666
Sudan;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Vented;0.3720766666666666
Sudan;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Fugitive;0.0
Sudan;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Incomplete-flare;0.0
Sudan;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Vented;0.0
Sudan;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Fugitive;0.0
Sudan;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Incomplete-flare;0.0
Sudan;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Vented;0.0
Sudan;Thousand tonnes;2023;Satellite-detected large emitters;Satellite - downstream;Satellite - downstream;Fugitive;0.0
Sudan;Thousand tonnes;2023;Satellite-detected large emitters;Satellite - upstream;Satellite - upstream;Fugitive;0.0
Sweden;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Fugitive;0.0
Sweden;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Incomplete-flare;0.0
Sweden;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Vented;0.0
Sweden;Thousand tonnes;2023;Gas;Downstream;Downstream gas;Fugitive;0.3129473333333333
Sweden;Thousand tonnes;2023;Gas;Downstream;Downstream gas;Vented;0.4942633333333333
Sweden;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Fugitive;0.0
Sweden;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Incomplete-flare;0.0
Sweden;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Vented;0.0
Sweden;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Fugitive;0.0
Sweden;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Incomplete-flare;0.0
Sweden;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Vented;0.0
Sweden;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Fugitive;0.0
Sweden;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Incomplete-flare;0.0
Sweden;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Vented;0.0
Sweden;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Fugitive;0.0409669999999999
Sweden;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Vented;0.240248
Sweden;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Fugitive;0.0
Sweden;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Incomplete-flare;0.0
Sweden;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Vented;0.0
Sweden;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Fugitive;0.0
Sweden;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Incomplete-flare;0.0
Sweden;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Vented;0.0
Sweden;Thousand tonnes;2023;Satellite-detected large emitters;Satellite - downstream;Satellite - downstream;Fugitive;0.0
Sweden;Thousand tonnes;2023;Satellite-detected large emitters;Satellite - upstream;Satellite - upstream;Fugitive;0.0
Syria;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Fugitive;77.783
Syria;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Incomplete-flare;0.0
Syria;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Vented;194.092
Syria;Thousand tonnes;2023;Gas;Downstream;Downstream gas;Fugitive;10.970.166.666.666.600
Syria;Thousand tonnes;2023;Gas;Downstream;Downstream gas;Vented;17.326
Syria;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Fugitive;0.0
Syria;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Incomplete-flare;0.0
Syria;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Vented;0.0
Syria;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Fugitive;0.0
Syria;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Incomplete-flare;0.0
Syria;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Vented;0.0
Syria;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Fugitive;5.646.933.333.333.330
Syria;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Incomplete-flare;7.150.399.999.999.990
Syria;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Vented;225.878
Syria;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Fugitive;0.1539536666666666
Syria;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Vented;0.9028466666666668
