Z;Unit;Year;Hydrocarbon;Sector;Production source;Reason;Value
Peru;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Fugitive;0.0
Peru;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Incomplete-flare;0.0
Peru;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Vented;0.0
Peru;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Fugitive;7.239
Peru;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Incomplete-flare;25.776
Peru;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Vented;28.955.966.666.666.600
Peru;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Fugitive;0.0761093333333333
Peru;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Vented;0.4463366666666666
Peru;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Fugitive;0.3850433333333333
Peru;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Incomplete-flare;0.1651099999999999
Peru;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Vented;15.401.733.333.333.300
Peru;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Fugitive;0.0
Peru;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Incomplete-flare;0.0
Peru;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Vented;0.0
Peru;Thousand tonnes;2023;Satellite-detected large emitters;Satellite - downstream;Satellite - downstream;Fugitive;0.0
Peru;Thousand tonnes;2023;Satellite-detected large emitters;Satellite - upstream;Satellite - upstream;Fugitive;0.0
Philippines;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Fugitive;0.0
Philippines;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Incomplete-flare;0.0
Philippines;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Vented;0.0
Philippines;Thousand tonnes;2023;Gas;Downstream;Downstream gas;Fugitive;2.342.963.333.333.330
Philippines;Thousand tonnes;2023;Gas;Downstream;Downstream gas;Vented;37.004.333.333.333.300
Philippines;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Fugitive;28.457.166.666.666.600
Philippines;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Incomplete-flare;0.0
Philippines;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Vented;7.100.933.333.333.330
Philippines;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Fugitive;0.0
Philippines;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Incomplete-flare;0.0
Philippines;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Vented;0.0
Philippines;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Fugitive;0.0
Philippines;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Incomplete-flare;0.39508
Philippines;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Vented;0.0
Philippines;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Fugitive;0.1196
Philippines;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Vented;0.7013866666666666
Philippines;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Fugitive;12.703.133.333.333.300
Philippines;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Incomplete-flare;0.0934123333333333
Philippines;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Vented;5.081.266.666.666.660
Philippines;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Fugitive;0.0
Philippines;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Incomplete-flare;0.0
Philippines;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Vented;0.0
Philippines;Thousand tonnes;2023;Satellite-detected large emitters;Satellite - downstream;Satellite - downstream;Fugitive;0.0
Philippines;Thousand tonnes;2023;Satellite-detected large emitters;Satellite - upstream;Satellite - upstream;Fugitive;0.0
Poland;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Fugitive;38.621.666.666.666.600
Poland;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Incomplete-flare;0.0
Poland;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Vented;9.637.300.000.000.000
Poland;Thousand tonnes;2023;Gas;Downstream;Downstream gas;Fugitive;86.915
Poland;Thousand tonnes;2023;Gas;Downstream;Downstream gas;Vented;13.727.133.333.333.300
Poland;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Fugitive;0.0259342333333333
Poland;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Incomplete-flare;0.0
Poland;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Vented;0.0647136666666666
Poland;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Fugitive;0.8033566666666666
Poland;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Incomplete-flare;0.0
Poland;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Vented;20.046.166.666.666.600
Poland;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Fugitive;0.73353
Poland;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Incomplete-flare;0.6578233333333333
Poland;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Vented;293.412
Poland;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Fugitive;0.150118
Poland;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Vented;0.8803533333333333
Poland;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Fugitive;0.3050966666666667
Poland;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Incomplete-flare;0.273608
Poland;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Vented;12.203.866.666.666.600
Poland;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Fugitive;0.0
Poland;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Incomplete-flare;0.0
Poland;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Vented;0.0
Poland;Thousand tonnes;2023;Satellite-detected large emitters;Satellite - downstream;Satellite - downstream;Fugitive;0.0
Poland;Thousand tonnes;2023;Satellite-detected large emitters;Satellite - upstream;Satellite - upstream;Fugitive;0.0
Qatar;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Fugitive;25.071.266.666.666.600
Qatar;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Incomplete-flare;0.0
Qatar;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Vented;6.256.033.333.333.330
Qatar;Thousand tonnes;2023;Gas;Downstream;Downstream gas;Fugitive;20.538.166.666.666.600
Qatar;Thousand tonnes;2023;Gas;Downstream;Downstream gas;Vented;3.243.756.666.666.660
Qatar;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Fugitive;14.230.666.666.666.600
Qatar;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Incomplete-flare;0.0
Qatar;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Vented;355.1
Qatar;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Fugitive;0.0
Qatar;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Incomplete-flare;0.0
Qatar;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Vented;0.0
Qatar;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Fugitive;181.988
Qatar;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Incomplete-flare;21.139.966.666.666.600
Qatar;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Vented;72.795
Qatar;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Fugitive;0.063254
Qatar;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Vented;0.3709466666666666
Qatar;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Fugitive;58.232
Qatar;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Incomplete-flare;17.010.733.333.333.300
Qatar;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Vented;2.329.283.333.333.330
Qatar;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Fugitive;0.0
Qatar;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Incomplete-flare;0.0
Qatar;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Vented;0.0
Qatar;Thousand tonnes;2023;Satellite-detected large emitters;Satellite - downstream;Satellite - downstream;Fugitive;0.0
Qatar;Thousand tonnes;2023;Satellite-detected large emitters;Satellite - upstream;Satellite - upstream;Fugitive;0.0
ROE5;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Fugitive;0.243627
ROE5;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Incomplete-flare;0.0
ROE5;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Vented;0.6079233333333334
ROE5;Thousand tonnes;2023;Gas;Downstream;Downstream gas;Fugitive;22.861
ROE5;Thousand tonnes;2023;Gas;Downstream;Downstream gas;Vented;3.610.633.333.333.330
ROE5;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Fugitive;0.7860733333333333
ROE5;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Incomplete-flare;0.0
ROE5;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Vented;19.614.933.333.333.300
ROE5;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Fugitive;0.0
ROE5;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Incomplete-flare;0.0
ROE5;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Vented;0.0
ROE5;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Fugitive;3.821.966.666.666.660
ROE5;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Incomplete-flare;13.022.833.333.333.300
ROE5;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Vented;15.287.866.666.666.600
ROE5;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Fugitive;0.2244419999999999
ROE5;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Vented;13.162.233.333.333.300
ROE5;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Fugitive;0.0
ROE5;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Incomplete-flare;0.0
ROE5;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Vented;0.0
ROE5;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Fugitive;0.0
ROE5;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Incomplete-flare;0.0
ROE5;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Vented;0.0
ROE5;Thousand tonnes;2023;Satellite-detected large emitters;Satellite - downstream;Satellite - downstream;Fugitive;0.0
ROE5;Thousand tonnes;2023;Satellite-detected large emitters;Satellite - upstream;Satellite - upstream;Fugitive;0.0
Rest of Caspian;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Fugitive;0.056466
Rest of Caspian;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Incomplete-flare;0.0
Rest of Caspian;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Vented;0.1408996666666666
Rest of Caspian;Thousand tonnes;2023;Gas;Downstream;Downstream gas;Fugitive;44.234.333.333.333.300
Rest of Caspian;Thousand tonnes;2023;Gas;Downstream;Downstream gas;Vented;6.986.266.666.666.660
Rest of Caspian;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Fugitive;0.0
Rest of Caspian;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Incomplete-flare;0.0
Rest of Caspian;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Vented;0.0
Rest of Caspian;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Fugitive;0.0
Rest of Caspian;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Incomplete-flare;0.0
Rest of Caspian;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Vented;0.0
Rest of Caspian;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Fugitive;0.1191246666666666
Rest of Caspian;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Incomplete-flare;0.0081284
Rest of Caspian;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Vented;0.4765
Rest of Caspian;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Fugitive;0.033544
Rest of Caspian;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Vented;0.1967163333333333
Rest of Caspian;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Fugitive;0.0
Rest of Caspian;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Incomplete-flare;0.0
Rest of Caspian;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Vented;0.0
Rest of Caspian;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Fugitive;0.0
Rest of Caspian;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Incomplete-flare;0.0
Rest of Caspian;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Vented;0.0
Rest of Caspian;Thousand tonnes;2023;Satellite-detected large emitters;Satellite - downstream;Satellite - downstream;Fugitive;0.0
Rest of Caspian;Thousand tonnes;2023;Satellite-detected large emitters;Satellite - upstream;Satellite - upstream;Fugitive;0.0
Rest of Central and South America A;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Fugitive;0.6320766666666666
Rest of Central and South America A;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Incomplete-flare;0.0
Rest of Central and South America A;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Vented;15.772.266.666.666.600
Rest of Central and South America A;Thousand tonnes;2023;Gas;Downstream;Downstream gas;Fugitive;221.432
Rest of Central and South America A;Thousand tonnes;2023;Gas;Downstream;Downstream gas;Vented;34.972.333.333.333.300
Rest of Central and South America A;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Fugitive;0.5860299999999999
Rest of Central and South America A;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Incomplete-flare;0.0
Rest of Central and South America A;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Vented;14.623.199.999.999.900
Rest of Central and South America A;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Fugitive;0.0
Rest of Central and South America A;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Incomplete-flare;0.0
Rest of Central and South America A;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Vented;0.0
Rest of Central and South America A;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Fugitive;0.4996366666666667
Rest of Central and South America A;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Incomplete-flare;0.0141997333333333
Rest of Central and South America A;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Vented;19.985.466.666.666.600
Rest of Central and South America A;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Fugitive;0.0883146666666666
Rest of Central and South America A;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Vented;0.5179133333333333
Rest of Central and South America A;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Fugitive;0.0235609
Rest of Central and South America A;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Incomplete-flare;0.00110477
Rest of Central and South America A;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Vented;0.0942436666666666
Rest of Central and South America A;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Fugitive;0.0
Rest of Central and South America A;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Incomplete-flare;0.0
Rest of Central and South America A;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Vented;0.0
Rest of Central and South America A;Thousand tonnes;2023;Satellite-detected large emitters;Satellite - downstream;Satellite - downstream;Fugitive;0.0
Rest of Central and South America A;Thousand tonnes;2023;Satellite-detected large emitters;Satellite - upstream;Satellite - upstream;Fugitive;0.0
Rest of Central and South America B;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Fugitive;0.0030277999999999
Rest of Central and South America B;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Incomplete-flare;0.0
Rest of Central and South America B;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Vented;0.0075553
Rest of Central and South America B;Thousand tonnes;2023;Gas;Downstream;Downstream gas;Fugitive;16.767.266.666.666.600
Rest of Central and South America B;Thousand tonnes;2023;Gas;Downstream;Downstream gas;Vented;26.481.833.333.333.300
Rest of Central and South America B;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Fugitive;0.0
Rest of Central and South America B;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Incomplete-flare;0.0
Rest of Central and South America B;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Vented;0.0
Rest of Central and South America B;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Fugitive;0.0
Rest of Central and South America B;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Incomplete-flare;0.0
Rest of Central and South America B;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Vented;0.0
Rest of Central and South America B;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Fugitive;233.589
Rest of Central and South America B;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Incomplete-flare;5.581.133.333.333.330
Rest of Central and South America B;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Vented;9.343.566.666.666.660
Rest of Central and South America B;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Fugitive;0.2531466666666667
Rest of Central and South America B;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Vented;14.845.566.666.666.600
Rest of Central and South America B;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Fugitive;0.0
Rest of Central and South America B;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Incomplete-flare;0.0
Rest of Central and South America B;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Vented;0.0
Rest of Central and South America B;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Fugitive;0.0
Rest of Central and South America B;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Incomplete-flare;0.0
Rest of Central and South America B;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Vented;0.0
Rest of Central and South America B;Thousand tonnes;2023;Satellite-detected large emitters;Satellite - downstream;Satellite - downstream;Fugitive;0.0
Rest of Central and South America B;Thousand tonnes;2023;Satellite-detected large emitters;Satellite - upstream;Satellite - upstream;Fugitive;0.0
Rest of Eastern Africa Power Pool;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Fugitive;0.0
Rest of Eastern Africa Power Pool;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Incomplete-flare;0.0
Rest of Eastern Africa Power Pool;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Vented;0.0
Rest of Eastern Africa Power Pool;Thousand tonnes;2023;Gas;Downstream;Downstream gas;Fugitive;0.0248553333333333
Rest of Eastern Africa Power Pool;Thousand tonnes;2023;Gas;Downstream;Downstream gas;Vented;0.039256
Rest of Eastern Africa Power Pool;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Fugitive;0.0
Rest of Eastern Africa Power Pool;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Incomplete-flare;0.0
Rest of Eastern Africa Power Pool;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Vented;0.0
Rest of Eastern Africa Power Pool;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Fugitive;0.0
Rest of Eastern Africa Power Pool;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Incomplete-flare;0.0
Rest of Eastern Africa Power Pool;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Vented;0.0
Rest of Eastern Africa Power Pool;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Fugitive;0.0
Rest of Eastern Africa Power Pool;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Incomplete-flare;0.0
Rest of Eastern Africa Power Pool;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Vented;0.0
Rest of Eastern Africa Power Pool;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Fugitive;0.103309
Rest of Eastern Africa Power Pool;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Vented;0.6058466666666666
Rest of Eastern Africa Power Pool;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Fugitive;0.0
Rest of Eastern Africa Power Pool;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Incomplete-flare;0.0
